0 -> 2832.75152567941 : Auxonne, Ahuy, Dijon, Vix, Saulieu, Bligny-sur, Normier, Semur-en-A, Vitteaux, Blaisy-Bas, Saussy, Saint-Juli, Baigneux-l, Nan-sous-T, Marsannay-, Clamerey, Pommard, Pontailler, Is-sur-Til, Brazey-en-, Montbard, Saulon-la-, Seurre, Leuglay, Laignes, Saint-Apol, Losne, Chenove, Marsannay-, Genlis, Epagny, Fontangy, Beaune, Savigny-le, Vougeot, Marcigny-s, Arcenant, Chamboeuf, Pouilly-en, Aisy-sous-, Montigny-S, Vic-sous-T, Arnay-le-D, Dompierre-, Alise-Sain, Santenay, Curtil-Sai, Salives, Roilly, Arc-sur-Ti, Aisey-sur-, T, Selongey, Précy-sous, Mirebeau-s, Meursault, Nuits-Sain, Longvic, Brianny, Bierre-les, Braux, Noidan, Aloxe-Cort, Prenois, Fleurey-su, Quetigny
21 -> 2571.61913979441 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Salives, Noidan, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
22 -> 2571.61913979441 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Salives, Noidan, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
23 -> 2571.61913979441 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Salives, Noidan, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
24 -> 2534.57020322381 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Chenove, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Pommard, Arcenant, Losne, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Noidan, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
25 -> 2534.57020322381 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Chenove, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Pommard, Arcenant, Losne, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Noidan, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
26 -> 2534.57020322381 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Chenove, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Pommard, Arcenant, Losne, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Noidan, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
27 -> 2499.43389003994 : Arnay-le-D, Braux, Aisy-sous-, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Chenove, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Noidan, Dompierre-, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Curtil-Sai, Arcenant, Losne, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Santenay, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Marcigny-s, Laignes, Vougeot, T, Montigny-S
28 -> 2499.43389003994 : Arnay-le-D, Braux, Aisy-sous-, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Chenove, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Noidan, Dompierre-, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Curtil-Sai, Arcenant, Losne, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Santenay, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Marcigny-s, Laignes, Vougeot, T, Montigny-S
29 -> 2499.43389003994 : Arnay-le-D, Braux, Aisy-sous-, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Chenove, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Noidan, Dompierre-, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Curtil-Sai, Arcenant, Losne, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Santenay, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Marcigny-s, Laignes, Vougeot, T, Montigny-S
30 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
31 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
32 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
33 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
34 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
35 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
36 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
37 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
38 -> 2491.32995074301 : Marcigny-s, Arnay-le-D, Braux, Aisy-sous-, Losne, Nuits-Sain, Brazey-en-, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Montbard, Saint-Apol, Seurre, Auxonne, Bligny-sur, Dompierre-, Chenove, Arc-sur-Ti, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Pontailler, Saussy, Quetigny, Prenois, Pommard, Précy-sous, Saulieu, Aisey-sur-, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Curtil-Sai, Arcenant, Vitteaux, Normier, Genlis, Alise-Sain, Baigneux-l, Chamboeuf, Pouilly-en, Semur-en-A, Bierre-les, Noidan, Brianny, Salives, Savigny-le, Blaisy-Bas, Beaune, Fleurey-su, Meursault, Clamerey, Laignes, Vougeot, T, Montigny-S
39 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
40 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
41 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
42 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
43 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
44 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
45 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
46 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
47 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
48 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
49 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
50 -> 2382.91724495692 : Marcigny-s, Braux, Aisy-sous-, Nuits-Sain, Epagny, Selongey, Marsannay-, Marsannay-, Fontangy, Vix, Vic-sous-T, Saint-Apol, Genlis, Brazey-en-, Seurre, Auxonne, Curtil-Sai, Bligny-sur, Dompierre-, Salives, Longvic, Aloxe-Cort, Dijon, Mirebeau-s, Saussy, Quetigny, Prenois, Précy-sous, Saulieu, Aisey-sur-, Arc-sur-Ti, Nan-sous-T, Roilly, Leuglay, Saint-Juli, Is-sur-Til, Ahuy, Saulon-la-, Santenay, Arnay-le-D, Pommard, Pontailler, Losne, Vitteaux, Normier, Alise-Sain, Baigneux-l, Chamboeuf, Arcenant, Pouilly-en, Semur-en-A, Bierre-les, Brianny, Blaisy-Bas, Noidan, Savigny-le, Beaune, Fleurey-su, Meursault, Clamerey, Montbard, Laignes, Vougeot, Chenove, T, Montigny-S
